ticker,source_etf,country_code,region,section,weight,shares,price
SEMR,WLS,UN,,Information Technology,0.000384,53.995,7.41
2556,WLS,HK,,Information Technology,0.000379,67.276,45.72
020150,WLS,KP,,Information Technology,0.000379,25.127,22350.0
XRX,WLS,UW,,Information Technology,0.000375,113.006,3.46
025320,WLS,KQ,,Information Technology,0.000372,77.429,7120.0
6643,WLS,TT,,Information Technology,0.000371,27.208,435.0
2402,WLS,TT,,Information Technology,0.000371,229.682,51.5
WESL,WLS,IS,,Information Technology,0.00037,28.653,1194.0
3673,WLS,TT,,Information Technology,0.000369,303.804,38.75
E2E,WLS,IS,,Information Technology,0.000368,9.997,3407.8
5443,WLS,TT,,Information Technology,0.000366,112.699,103.5
GREATEC,WLS,MK,,Information Technology,0.000366,709.116,2.27
2342,WLS,HK,,Information Technology,0.000363,946.557,3.11
4071,WLS,JT,,Information Technology,0.000357,23.485,2421.0
4991,WLS,TT,,Information Technology,0.000357,81.49,139.5
5351,WLS,TT,,Information Technology,0.000356,288.999,39.3
213420,WLS,KQ,,Information Technology,0.000352,10.721,48650.0
6739,WLS,TT,,Information Technology,0.000348,12.59,882.0
2428,WLS,TT,,Information Technology,0.000347,66.329,167.0
CRSR,WLS,UW,,Information Technology,0.000347,45.559,7.94
YSN,WLS,GY,,Information Technology,0.000347,1.587,197.0
3217,WLS,TT,,Information Technology,0.000345,60.22,182.5
MAST,WLS,IS,,Information Technology,0.000341,14.635,2156.8
TOM2,WLS,NA,,Information Technology,0.000341,56.234,5.47
PROTEAN,WLS,IS,,Information Technology,0.00034,36.132,869.15
8054,WLS,TT,,Information Technology,0.000339,95.691,113.0
204270,WLS,KQ,,Information Technology,0.000339,19.639,25550.0
218410,WLS,KQ,,Information Technology,0.000338,17.395,28800.0
OCL,WLS,AT,,Information Technology,0.000337,27.164,19.71
2401,WLS,TT,,Information Technology,0.000336,460.405,23.3
131970,WLS,KQ,,Information Technology,0.000336,10.872,45850.0
036810,WLS,KQ,,Information Technology,0.000336,15.059,33100.0
RSKD,WLS,UN,,Information Technology,0.000334,74.849,4.65
2351,WLS,TT,,Information Technology,0.000333,128.755,82.5
SOTL,WLS,IS,,Information Technology,0.000333,263.987,116.72
BORORENE,WLS,IS,,Information Technology,0.000329,47.265,642.85
6206,WLS,TT,,Information Technology,0.000328,96.47,108.5
8114,WLS,TT,,Information Technology,0.000327,48.543,215.0
323280,WLS,KQ,,Information Technology,0.000326,18.93,25550.0
MIATK,WLS,TI,,Information Technology,0.000326,357.548,39.78
5425,WLS,TT,,Information Technology,0.000325,200.681,51.6
2760,WLS,JT,,Information Technology,0.000324,17.92,2879.0
4919,WLS,TT,,Information Technology,0.000322,163.664,62.8
7739,WLS,JT,,Information Technology,0.000322,17.902,2859.0
AUPS,WLS,IS,,Information Technology,0.000322,26.651,1115.9
2340,WLS,TT,,Information Technology,0.000318,384.427,26.35
AVTS,WLS,IS,,Information Technology,0.000318,144.14,203.82
6937,WLS,TT,,Information Technology,0.000318,37.918,267.0
AEL,WLS,SJ,,Information Technology,0.000317,299.27,1903.0
052020,WLS,KQ,,Information Technology,0.000311,64.125,7180.0
4906,WLS,TT,,Information Technology,0.00031,389.553,25.4
3587,WLS,TT,,Information Technology,0.000309,47.305,208.5
DOGT,WLS,MK,,Information Technology,0.000307,972.869,1.39
UNI,WLS,MK,,Information Technology,0.000305,386.829,3.47
MAPMYIND,WLS,IS,,Information Technology,0.000304,16.513,1704.0
5222,WLS,TT,,Information Technology,0.000303,67.4586,143.0
3576,WLS,TT,,Information Technology,0.000302,1465.634,6.56
VSI,WLS,MK,,Information Technology,0.000299,2308.256,0.57
2586,WLS,HK,,Information Technology,0.000297,260.703,9.24
6104,WLS,TT,,Information Technology,0.000293,81.595,114.5
OVH,WLS,FP,,Information Technology,0.000292,22.428,11.72
3636,WLS,JT,,Information Technology,0.000292,9.359,4955.0
031980,WLS,KQ,,Information Technology,0.000291,8.225,52500.0
3445,WLS,JT,,Information Technology,0.000291,12.762,3630.0
3022,WLS,TT,,Information Technology,0.000289,133.706,69.0
232140,WLS,KQ,,Information Technology,0.000288,27.922,15270.0
3362,WLS,TT,,Information Technology,0.000286,83.705,109.0
8234,WLS,TT,,Information Technology,0.000283,109.882,82.2
MOSCHIP,WLS,IS,,Information Technology,0.00028,96.261,269.41
2323,WLS,TT,,Information Technology,0.00028,938.268,9.52
9959,WLS,HK,,Information Technology,0.00028,694.446,3.27
AEVA,WLS,UW,,Information Technology,0.000279,17.999,16.17
052400,WLS,KQ,,Information Technology,0.000278,8.781,46900.0
001308,WLS,C2,,Information Technology,0.000278,89.587,23.01
3228,WLS,TT,,Information Technology,0.000276,58.736,150.0
LEHN,WLS,SE,,Information Technology,0.000275,0.462,501.0
3357,WLS,TT,,Information Technology,0.000275,61.461,142.5
1523,WLS,HK,,Information Technology,0.000275,322.88,6.9
195870,WLS,KP,,Information Technology,0.000275,9.581,42450.0
6189,WLS,TT,,Information Technology,0.000274,181.264,48.2
3483,WLS,TT,,Information Technology,0.000273,82.21695,106.0
3156,WLS,JT,,Information Technology,0.000273,16.89,2567.0
090460,WLS,KP,,Information Technology,0.000272,23.022,17510.0
6413,WLS,JT,,Information Technology,0.000271,36.613,1178.0
3167,WLS,TT,,Information Technology,0.000268,49.949,171.0
050890,WLS,KQ,,Information Technology,0.000267,54.332,7290.0
059090,WLS,KQ,,Information Technology,0.000265,24.169,16270.0
2332,WLS,TT,,Information Technology,0.000264,473.471,17.8
2472,WLS,TT,,Information Technology,0.000264,95.72,88.0
074600,WLS,KQ,,Information Technology,0.000264,14.491,27000.0
3704,WLS,TT,,Information Technology,0.000264,250.405,33.55
6235,WLS,JT,,Information Technology,0.000263,24.714,1692.0
1582,WLS,TT,,Information Technology,0.000263,122.578,68.3
348210,WLS,KQ,,Information Technology,0.000262,7.362,52800.0
6143,WLS,TT,,Information Technology,0.000262,61.045,137.0
2436,WLS,TT,,Information Technology,0.000262,160.039,52.2
861,WLS,HK,,Information Technology,0.00026,663.774,3.18
6462,WLS,TT,,Information Technology,0.00026,67.422,123.0
2531,WLS,HK,,Information Technology,0.000259,150.888,13.9
189300,WLS,KQ,,Information Technology,0.000257,7.239,52600.0
9669,WLS,HK,,Information Technology,0.000254,241.945,8.51
7433,WLS,JT,,Information Technology,0.000254,10.757,3750.0
097520,WLS,KP,,Information Technology,0.000254,12.115,31000.0
8213,WLS,TT,,Information Technology,0.000252,235.552,34.05
909,WLS,HK,,Information Technology,0.000251,614.855,3.31
BBOX,WLS,IS,,Information Technology,0.000251,40.291,575.4
VTEX,WLS,UN,,Information Technology,0.000251,57.16,4.57
3289,WLS,TT,,Information Technology,0.000249,69.616711,114.0
MEZA,WLS,QD,,Information Technology,0.000249,292.041,3.238
6153,WLS,TT,,Information Technology,0.000249,523.549,15.15
030520,WLS,KQ,,Information Technology,0.000248,14.16,25900.0
2493,WLS,TT,,Information Technology,0.000247,81.142164,97.2
6854,WLS,TT,,Information Technology,0.000247,52.403,150.0
8027,WLS,TT,,Information Technology,0.000243,85.943,90.0
6112,WLS,TT,,Information Technology,0.000242,147.526,52.3
6231,WLS,TT,,Information Technology,0.000241,31.006,248.0
4977,WLS,TT,,Information Technology,0.00024,65.764,116.5
2365,WLS,TT,,Information Technology,0.000239,188.97,40.25
079370,WLS,KQ,,Information Technology,0.000238,20.692,17070.0
7734,WLS,TT,,Information Technology,0.000237,7.202,1050.0
6202,WLS,TT,,Information Technology,0.000237,182.967,41.25
5457,WLS,TT,,Information Technology,0.000234,156.075,47.85
NATGATE,WLS,MK,,Information Technology,0.000233,856.66,1.2
ZAGGLE,WLS,IS,,Information Technology,0.000232,59.426,360.3
LOGO,WLS,TI,,Information Technology,0.000231,61.37,164.1
6683,WLS,TT,,Information Technology,0.000231,19.351,380.0
6443,WLS,TT,,Information Technology,0.00023,502.404,14.6
LWSA3,WLS,BS,,Information Technology,0.00023,311.413,4.13
5243,WLS,TT,,Information Technology,0.00023,99.975,73.2
053800,WLS,KQ,,Information Technology,0.000229,5.597,60500.0
032500,WLS,KQ,,Information Technology,0.000228,27.1,12490.0
TXT,WLS,PW,,Information Technology,0.000228,17.008,51.45
6449,WLS,TT,,Information Technology,0.000228,34.356,211.5
214430,WLS,KQ,,Information Technology,0.000228,4.385,76900.0
036540,WLS,KQ,,Information Technology,0.000228,73.529,4585.0
2338,WLS,TT,,Information Technology,0.000226,177.118,40.75
6245,WLS,TT,,Information Technology,0.000226,92.039,78.4
108860,WLS,KQ,,Information Technology,0.000226,23.798,14070.0
PATEK,WLS,TI,,Information Technology,0.000226,294.0,33.48
003160,WLS,KP,,Information Technology,0.000225,16.689,19990.0
AZM,WLS,AB,,Information Technology,0.000225,32.393,27.16
3062,WLS,TT,,Information Technology,0.000222,300.509,23.55
ASB,WLS,PW,,Information Technology,0.000222,30.795,27.62
710,WLS,HK,,Information Technology,0.00022,332.764,5.37
8261,WLS,TT,,Information Technology,0.000219,75.445,92.6
5403,WLS,TT,,Information Technology,0.000218,56.434,123.0
QUEST,WLS,GA,,Information Technology,0.000216,26.898,7.25
3962,WLS,JT,,Information Technology,0.000216,30.535,1126.0
8050,WLS,TT,,Information Technology,0.000215,135.562,50.6
8163,WLS,TT,,Information Technology,0.000215,183.495,37.3
3693,WLS,TT,,Information Technology,0.000214,26.508,257.5
MI,WLS,MK,,Information Technology,0.000214,328.076,2.87
NEXG,WLS,MK,,Information Technology,0.000214,1827.175,0.515
UCHI,WLS,MK,,Information Technology,0.000214,288.441,3.26
094170,WLS,KQ,,Information Technology,0.000212,17.653,17790.0
6788,WLS,TT,,Information Technology,0.000211,28.16,238.5
2466,WLS,TT,,Information Technology,0.00021,113.473,59.0
304100,WLS,KQ,,Information Technology,0.00021,9.484,32750.0
ATECH,WLS,MK,,Information Technology,0.000209,836.064,1.1
6679,WLS,TT,,Information Technology,0.000208,30.783,215.0
2349,WLS,TT,,Information Technology,0.000206,646.645,10.15
3380,WLS,TT,,Information Technology,0.000206,210.304,31.2
3032,WLS,TT,,Information Technology,0.000203,67.388,96.0
179900,WLS,KQ,,Information Technology,0.000202,12.193,24600.0
4576,WLS,TT,,Information Technology,0.000202,55.625,116.0
3416,WLS,TT,,Information Technology,0.000202,37.183,173.0
2562,WLS,HK,,Information Technology,0.0002,110.563,14.71
166090,WLS,KQ,,Information Technology,0.000199,6.841,43150.0
3532,WLS,TT,,Information Technology,0.000198,59.701,106.0
131290,WLS,KQ,,Information Technology,0.000198,5.28,55600.0
6261,WLS,TT,,Information Technology,0.000198,104.45,60.3
5340,WLS,TT,,Information Technology,0.000197,117.759,53.4
6451,WLS,TT,,Information Technology,0.000194,41.288,150.0
CYIENTDL,WLS,IS,,Information Technology,0.000194,37.998,471.35
272290,WLS,KQ,,Information Technology,0.000193,11.719,24350.0
4960,WLS,TT,,Information Technology,0.000192,427.059,14.35
399720,WLS,KQ,,Information Technology,0.00019,5.278,53300.0
6215,WLS,TT,,Information Technology,0.000187,51.708,115.0
3209,WLS,TT,,Information Technology,0.000186,187.296,31.6
8076,WLS,TT,,Information Technology,0.000185,240.16,24.55
009155,WLS,KP,,Information Technology,0.000184,2.854,95400.0
INTB3,WLS,BS,,Information Technology,0.000183,92.19,11.08
SKP,WLS,MK,,Information Technology,0.000182,906.497,0.885
281820,WLS,KP,,Information Technology,0.000182,6.588,40900.0
058970,WLS,KQ,,Information Technology,0.00018,6.18,43200.0
MTDL,WLS,IJ,,Information Technology,0.000179,5129.645,605.0
SKY,WLS,TB,,Information Technology,0.000178,502.293,12.1
SHO,WLS,PW,,Information Technology,0.000178,14.095,48.5
63MOONS,WLS,IS,,Information Technology,0.000177,19.466,840.6
MLTM,WLS,IT,,Information Technology,0.000177,4.39,13660.0
046890,WLS,KQ,,Information Technology,0.000176,39.726,6570.0
BELFA,WLS,UW,,Information Technology,0.000176,1.587,115.51
3088,WLS,TT,,Information Technology,0.000176,70.27,79.7
6284,WLS,TT,,Information Technology,0.000176,76.612,73.1
CIGN,WLS,IS,,Information Technology,0.000173,9.724,1644.6
2331,WLS,TT,,Information Technology,0.000173,271.039,20.3
3265,WLS,TT,,Information Technology,0.000172,58.992,93.1
5258,WLS,TT,,Information Technology,0.000171,71.674,76.0
091700,WLS,KQ,,Information Technology,0.000169,36.941,6760.0
336370,WLS,KP,,Information Technology,0.000168,32.8,7610.0
JMART,WLS,TB,,Information Technology,0.000166,642.441,8.8
6732,WLS,TT,,Information Technology,0.000166,24.242,218.0
3712,WLS,TT,,Information Technology,0.000166,156.096,33.85
6741,WLS,TT,,Information Technology,0.000163,66.746,78.0
3016,WLS,TT,,Information Technology,0.000161,94.067,54.6
3548,WLS,TT,,Information Technology,0.000161,51.484725,99.6
SVI,WLS,TB,,Information Technology,0.000161,877.42,6.25
6640,WLS,TT,,Information Technology,0.00016,7.445,687.0
OPIL,WLS,IS,,Information Technology,0.00016,21.768,681.6
253590,WLS,KQ,,Information Technology,0.000159,18.769,12540.0
ADN1,WLS,GY,,Information Technology,0.000158,1.456,98.0
192650,WLS,KP,,Information Technology,0.000158,37.286,6280.0
5203,WLS,TT,,Information Technology,0.000156,50.869,98.0
6263,WLS,TT,,Information Technology,0.000156,35.973,138.5
3152,WLS,TT,,Information Technology,0.000152,41.2,117.5
322000,WLS,KP,,Information Technology,0.000151,4.764,46900.0
3558,WLS,TT,,Information Technology,0.000151,31.09,154.5
RSYS,WLS,IS,,Information Technology,0.000148,32.642,420.1
EXOD,WLS,UA,,Information Technology,0.000145,5.104,29.67
3611,WLS,TT,,Information Technology,0.000145,24.309,190.0
ODINE,WLS,TI,,Information Technology,0.000144,35.751,175.5
8131,WLS,TT,,Information Technology,0.000143,135.995,33.6
8045,WLS,TT,,Information Technology,0.000141,50.143,89.6
SCTE,WLS,IB,,Information Technology,0.000141,2.996,4344.5
445090,WLS,KQ,,Information Technology,0.000141,6.392,32600.0
2387,WLS,TT,,Information Technology,0.000138,109.923,40.05
DITTO,WLS,TB,,Information Technology,0.000136,375.4,12.4
INA,WLS,IB,,Information Technology,0.000135,66.092,188.5
3312,WLS,TT,,Information Technology,0.000134,105.782141,40.5
094360,WLS,KQ,,Information Technology,0.000134,11.131,17790.0
6166,WLS,TT,,Information Technology,0.000133,70.22,60.5
006405,WLS,KP,,Information Technology,0.000131,1.509,128300.0
ROUTE,WLS,IS,,Information Technology,0.00013,15.839,760.55
171090,WLS,KQ,,Information Technology,0.000129,4.206,45350.0
6120,WLS,TT,,Information Technology,0.000127,335.0907,12.1
3622,WLS,TT,,Information Technology,0.000127,72.349,55.8
6525,WLS,TT,,Information Technology,0.000126,49.631,80.8
MCLOUD,WLS,IS,,Information Technology,0.000124,151.425,75.73
EDARAT,WLS,AB,,Information Technology,0.00012,2.291,205.0
6117,WLS,TT,,Information Technology,0.00012,46.954,81.4
317330,WLS,KQ,,Information Technology,0.00012,10.521,16850.0
3675,WLS,TT,,Information Technology,0.000119,25.252,150.5
DSP,WLS,UW,,Information Technology,0.000119,14.37,8.61
8215,WLS,TT,,Information Technology,0.000115,164.136,22.4
3701,WLS,TT,,Information Technology,0.000111,90.894,38.9
6863,WLS,TT,,Information Technology,0.000111,24.792,142.5
029530,WLS,KP,,Information Technology,0.000104,3.551,43200.0
CYBR,WLS,IJ,,Information Technology,0.000103,1538.951,1160.0
SMRTG,WLS,TI,,Information Technology,0.000102,163.421,27.22
6914,WLS,TT,,Information Technology,0.0001,21.822,145.5
6811,WLS,TT,,Information Technology,9.9e-05,13.08,240.5
5236,WLS,TT,,Information Technology,9.8e-05,23.625,132.5
CINT,WLS,UN,,Information Technology,9.2e-05,21.708,4.44
HTTBT,WLS,TI,,Information Technology,8.9e-05,79.791,48.58
MMAG,WLS,MK,,Information Technology,8.6e-05,598.569,0.635
2419,WLS,TT,,Information Technology,8.5e-05,116.421,23.4
ALFAS,WLS,TI,,Information Technology,8.5e-05,84.64,43.94
6579,WLS,TT,,Information Technology,8.5e-05,21.678,125.0
6933,WLS,TT,,Information Technology,8.5e-05,14.37,188.5
2373,WLS,TT,,Information Technology,8.3e-05,46.296,57.2
3454,WLS,TT,,Information Technology,8.3e-05,29.963,88.3
6715,WLS,TT,,Information Technology,6.7e-05,20.819,102.5
KLYPV,WLS,TI,,Information Technology,6.5e-05,46.335,61.6
SYNEX,WLS,TB,,Information Technology,5.6e-05,174.214,11.0
JPM,WLS,UN,,Financials,0.80597,2749.972,305.53
BRK/B,WLS,UN,,Financials,0.627187,1316.229,496.74
V,WLS,UN,,Financials,0.562426,1689.466,347.04
MA,WLS,UN,,Financials,0.441572,815.384,564.55
BAC,WLS,UN,,Financials,0.323902,6781.651,49.79
WFC,WLS,UN,,Financials,0.248879,3247.57,79.89
GS,WLS,UN,,Financials,0.228446,305.333,779.96
HSBA,WLS,LN,,Financials,0.222375,17404.426,1003.0
RY,WLS,CT,,Financials,0.195811,1403.981,203.81
MS,WLS,UN,,Financials,0.181729,1212.304,156.27
CBA,WLS,AT,,Financials,0.176971,1671.983,168.34
C,WLS,UN,,Financials,0.169891,1846.398,95.92
BLK,WLS,UN,,Financials,0.158295,141.351,1167.4301
AXP,WLS,UN,,Financials,0.154691,497.043,324.44
ALV,WLS,GY,,Financials,0.154195,373.789,371.8
SCHW,WLS,UN,,Financials,0.153781,1705.083,94.02
SPGI,WLS,UN,,Financials,0.146683,313.596,487.61
HDFCB,WLS,IS,,Financials,0.145202,13690.434,980.9
8306,WLS,JT,,Financials,0.144038,10026.556,2285.0
SAN,WLS,SQ,,Financials,0.141467,14658.87,8.698
PGR,WLS,UN,,Financials,0.135798,584.593,242.16
TD,WLS,CT,,Financials,0.127876,1668.176,112.02
BN,WLS,CT,,Financials,0.127476,1967.517,94.68
COF,WLS,UN,,Financials,0.126725,626.873,210.74
UBSG,WLS,SE,,Financials,0.111558,2879.186,32.56
BX,WLS,UN,,Financials,0.111164,721.351,160.65
HOOD,WLS,UW,,Financials,0.110439,755.144,152.46
UCG,WLS,IM,,Financials,0.109641,1557.675,63.44
RJHI,WLS,AB,,Financials,0.107563,3912.395,107.5
BBVA,WLS,SQ,,Financials,0.101354,5700.422,16.025
CB,WLS,UN,,Financials,0.100868,369.824,284.33
ZURN,WLS,SE,,Financials,0.100216,146.105,576.4
ICICIBC,WLS,IS,,Financials,0.097417,6527.229,1380.3
MMC,WLS,UN,,Financials,0.096946,490.597,206.0
ISP,WLS,IM,,Financials,0.095996,15688.238,5.515
1299,WLS,HK,,Financials,0.095518,10485.508,73.9
CME,WLS,UW,,Financials,0.092653,359.275,268.84
8316,WLS,JT,,Financials,0.092646,3692.384,3991.0
BNP,WLS,FP,,Financials,0.08924,1054.699,76.26
ICE,WLS,UN,,Financials,0.087054,569.689,159.3
NAB,WLS,AT,,Financials,0.08477,3062.721,44.02
WBC,WLS,AT,,Financials,0.084225,3416.328,39.21
939,WLS,HK,,Financials,0.083933,92764.805,7.34
BMO,WLS,CT,,Financials,0.083453,687.326,177.43
MUV2,WLS,GY,,Financials,0.082418,130.596,568.8
CS,WLS,FP,,Financials,0.081432,1833.016,40.04
KKR,WLS,UN,,Financials,0.080909,679.872,124.06
DBS,WLS,SP,,Financials,0.080848,2030.906,53.85
COIN,WLS,UW,,Financials,0.07609,204.964,387.0
BNS,WLS,CT,,Financials,0.074832,1225.949,89.2
AJG,WLS,UN,,Financials,0.073678,254.117,302.25
BK,WLS,UN,,Financials,0.072921,711.643,106.82
AON,WLS,UN,,Financials,0.072012,208.287,360.42
PNC,WLS,UN,,Financials,0.071838,392.765,190.67
CM,WLS,CT,,Financials,0.071271,928.758,112.14
MCO,WLS,UN,,Financials,0.07124,150.805,492.46
8766,WLS,JT,,Financials,0.071187,1789.359,6328.0
8411,WLS,JT,,Financials,0.069972,2340.146,4756.0
INGA,WLS,NA,,Financials,0.069598,2975.019,21.085
USB,WLS,UN,,Financials,0.069548,1539.314,47.1
PYPL,WLS,UW,,Financials,0.069017,949.811,75.75
BARC,WLS,LN,,Financials,0.067752,14117.071,376.75
ANZ,WLS,AT,,Financials,0.065351,2981.529,34.86
388,WLS,HK,,Financials,0.065309,1191.663,444.6
FI,WLS,UN,,Financials,0.065164,539.306,125.96
LLOY,WLS,LN,,Financials,0.063859,59835.5,83.78
DBK,WLS,GY,,Financials,0.061011,1805.875,30.45
TRV,WLS,UN,,Financials,0.058434,221.986,274.41
AFL,WLS,UN,,Financials,0.057223,536.598,111.17
INVEB,WLS,SS,,Financials,0.056464,1816.911,308.4
LSEG,WLS,LN,,Financials,0.056089,496.285,8872.0
NWG,WLS,LN,,Financials,0.056085,8096.191,543.8
TFC,WLS,UN,,Financials,0.05518,1299.957,44.25
SREN,WLS,SE,,Financials,0.05401,298.597,152.0
III,WLS,LN,,Financials,0.053595,956.201,4400.0
MQG,WLS,AT,,Financials,0.052454,377.489,221.0
ALL,WLS,UN,,Financials,0.052124,260.003,208.99
MFC,WLS,CT,,Financials,0.051917,1694.238,44.78
NU,WLS,UN,,Financials,0.050947,3455.465,15.37
1398,WLS,HK,,Financials,0.050317,72118.703,5.66
ADYEN,WLS,NA,,Financials,0.04886,29.179,1509.2
NDA,WLS,FH,,Financials,0.048252,3093.12,14.06
OCBC,WLS,SP,,Financials,0.047837,3833.5,16.88
DB1,WLS,GY,,Financials,0.047718,188.3,228.4
APO,WLS,UN,,Financials,0.047204,398.322075,123.54
GLE,WLS,FP,,Financials,0.04608,763.727,54.38
AIG,WLS,UN,,Financials,0.045732,573.211,83.17
AMP,WLS,UN,,Financials,0.044743,94.922,491.38
MET,WLS,UN,,Financials,0.043884,558.038,81.98
STAN,WLS,LN,,Financials,0.043076,2313.72,1461.5
XYZ,WLS,UN,,Financials,0.042427,547.05,80.85
NDAQ,WLS,UW,,Financials,0.042352,483.046,91.4
2318,WLS,HK,,Financials,0.041974,6317.423,53.9
3988,WLS,HK,,Financials,0.04113,79444.43,4.2
MSCI,WLS,UN,,Financials,0.040035,74.754,558.3
G,WLS,IM,,Financials,0.039973,1078.656,33.4
NA,WLS,CT,,Financials,0.039767,387.081,150.13
UOB,WLS,SP,,Financials,0.037317,1428.78,35.33
SNB,WLS,AB,,Financials,0.037054,3761.267,38.52
FFH,WLS,CT,,Financials,0.036566,21.739,2458.04
ITUB4,WLS,BS,,Financials,0.035432,5329.363,37.18
HIG,WLS,UN,,Financials,0.034954,280.019,130.13
PRU,WLS,UN,,Financials,0.034737,353.083,102.56
FIS,WLS,UN,,Financials,0.034221,520.261,68.57
AXSB,WLS,IS,,Financials,0.03364,2635.685,1180.4
PRU,WLS,LN,,Financials,0.033545,2575.397,1022.5
CBK,WLS,GY,,Financials,0.03321,946.618,31.62
CABK,WLS,SQ,,Financials,0.033026,3275.273,9.088
SLF,WLS,CT,,Financials,0.032689,560.144,85.28
IFC,WLS,CT,,Financials,0.03231,177.476,266.04
WTW,WLS,UW,,Financials,0.031908,98.589,337.39
SBIN,WLS,IS,,Financials,0.031777,3337.121,880.65
SWEDA,WLS,SS,,Financials,0.031624,1082.913,289.8
ACGL,WLS,UW,,Financials,0.031355,354.407,92.23
600036,WLS,C1,,Financials,0.031254,5776.10444,40.18
KMB,WLS,IS,,Financials,0.030435,1311.549,2146.1001
SOFI,WLS,UW,,Financials,0.03037,1112.833,28.45
EBS,WLS,AV,,Financials,0.030211,323.573,84.15
STT,WLS,UN,,Financials,0.030059,267.3,117.23
SLHN,WLS,SE,,Financials,0.029521,28.377,874.2
KFH,WLS,KK,,Financials,0.029469,12046.431,783.0
IBKR,WLS,UW,,Financials,0.029341,421.199,72.62
MTB,WLS,UN,,Financials,0.028534,158.187,188.04
RJF,WLS,UN,,Financials,0.028362,180.117,164.15
8725,WLS,JT,,Financials,0.02836,1338.942,3369.0
ARES,WLS,UN,,Financials,0.0283,200.337,147.26
SEBA,WLS,SS,,Financials,0.028125,1511.928,184.6
KBC,WLS,BB,,Financials,0.028025,250.709,100.75
FITB,WLS,UW,,Financials,0.027807,661.969,43.79
BAF,WLS,IS,,Financials,0.027665,2498.957,1023.85
NBK,WLS,KK,,Financials,0.026802,8209.456,1045.0
8591,WLS,JT,,Financials,0.026735,1126.762,3774.0
DANSKE,WLS,DC,,Financials,0.026504,648.405,275.1
PGHN,WLS,SE,,Financials,0.026353,21.469,1031.5
8630,WLS,JT,,Financials,0.026135,862.63,4819.0
AV/,WLS,LN,,Financials,0.026079,3030.251,675.6
GFNORTEO,WLS,MF,,Financials,0.026004,2813.156,177.07
BRO,WLS,UN,,Financials,0.025928,283.029,95.5
8750,WLS,JT,,Financials,0.025449,3588.649,1128.0
SYF,WLS,UN,,Financials,0.02512,368.882,70.99
LPLA,WLS,UW,,Financials,0.024898,79.266,327.45
SAMPO,WLS,FH,,Financials,0.024507,2225.276,9.926
105560,WLS,KP,,Financials,0.024402,320.493,112800.0
CBOE,WLS,UF,,Financials,0.024082,104.27,240.77
POLI,WLS,IT,,Financials,0.023995,1241.937,6560.0
CINF,WLS,UW,,Financials,0.02382,153.585,161.68
LUMI,WLS,IT,,Financials,0.023629,1243.846,6450.0
3968,WLS,HK,,Financials,0.023462,4112.655,46.28
NTRS,WLS,UW,,Financials,0.023101,185.26,129.99
2891,WLS,TT,,Financials,0.022892,17132.154,42.6
FSR,WLS,SJ,,Financials,0.022825,5058.991,8100.0
MKL,WLS,UN,,Financials,0.022776,12.201,1945.99
601318,WLS,C1,,Financials,0.02254,3013.544156,55.54
HBAN,WLS,UW,,Financials,0.022508,1435.967,16.34
BBCA,WLS,IJ,,Financials,0.022398,52346.754,7400.0
601288,WLS,C1,,Financials,0.022155,24087.057,6.83
BAM,WLS,CT,,Financials,0.021917,388.641,82.41
POW,WLS,CT,,Financials,0.021882,512.048,62.45
TROW,WLS,UW,,Financials,0.021855,214.914,106.01
QNBK,WLS,QD,,Financials,0.021758,4457.133,18.55
RF,WLS,UN,,Financials,0.0217,893.789,25.31
2881,WLS,TT,,Financials,0.021511,7636.8732,89.8
OTP,WLS,HB,,Financials,0.021376,254.661,29540.0
WRB,WLS,UN,,Financials,0.021295,286.373,77.52
8308,WLS,JT,,Financials,0.020956,2237.099,1490.0
DNB,WLS,NO,,Financials,0.020904,800.902,274.7
BAMI,WLS,IM,,Financials,0.02052,1446.271,12.7875
QBE,WLS,AT,,Financials,0.020478,1509.243,21.58
GPN,WLS,UN,,Financials,0.020236,241.977,87.18
2628,WLS,HK,,Financials,0.020235,7441.175,22.06
CFG,WLS,UN,,Financials,0.020176,405.656,51.85
055550,WLS,KP,,Financials,0.020054,412.64,72000.0
KEY,WLS,UN,,Financials,0.019048,1092.215,18.18
SANB11,WLS,BS,,Financials,0.018972,3747.638,28.31
CPAY,WLS,UN,,Financials,0.018965,67.976,290.85
7182,WLS,JT,,Financials,0.018932,1760.533,1710.5
CPI,WLS,SJ,,Financials,0.018737,88.936,378247.0
AFRM,WLS,UW,,Financials,0.018642,250.884,77.46
601398,WLS,C1,,Financials,0.018567,18861.047,7.31
SHBA,WLS,SS,,Financials,0.018431,1466.708,124.7
SBK,WLS,SJ,,Financials,0.018394,1289.968,25600.0
8604,WLS,JT,,Financials,0.018203,2731.423,1060.0
AIBG,WLS,ID,,Financials,0.018068,2074.434,7.85
2882,WLS,TT,,Financials,0.018018,8650.802,66.4
SAB,WLS,SQ,,Financials,0.017923,5013.484,3.222
BPE,WLS,IM,,Financials,0.017796,1652.167,9.708
PFG,WLS,UW,,Financials,0.01762,222.132,82.69
INVEA,WLS,SS,,Financials,0.017515,564.329,308.0
HNR1,WLS,GY,,Financials,0.017491,60.033,262.6
NN,WLS,NA,,Financials,0.017425,258.902,60.66
LGEN,WLS,LN,,Financials,0.017206,5715.972,236.3
1288,WLS,HK,,Financials,0.017087,26504.582,5.23
EQT,WLS,SS,,Financials,0.016928,477.521,351.8
