ticker,source_etf,country_code,region,section,weight,shares,price
JADCO,WLS,AB,,Consumer Staples,0.000295,23.974,48.08
GOAGRO,WLS,IS,,Consumer Staples,0.000294,41.071,660.95
ALMAJED,WLS,AB,,Consumer Staples,0.000293,9.25,124.0
2742,WLS,JT,,Consumer Staples,0.000293,9.837,4735.0
DDL,WLS,UN,,Consumer Staples,0.00029,159.387928,1.9
AGTHIA,WLS,DH,,Consumer Staples,0.000289,277.172,3.99
HTFL,WLS,IS,,Consumer Staples,0.000287,54.468,488.0
605296,WLS,C1,,Consumer Staples,0.000287,69.087,30.89
2292,WLS,JT,,Consumer Staples,0.000287,17.482,2607.0
7806,WLS,JT,,Consumer Staples,0.000286,10.94,4165.0
090435,WLS,KP,,Consumer Staples,0.000285,10.552,40000.0
AVNT,WLS,IS,,Consumer Staples,0.000283,40.655,644.85
TRE,WLS,IS,,Consumer Staples,0.00028,72.993,355.1
CUPD,WLS,IS,,Consumer Staples,0.00028,105.16,246.26
1112,WLS,HK,,Consumer Staples,0.000276,175.776,12.75
ECILC,WLS,TI,,Consumer Staples,0.000276,128.611,93.5
2590,WLS,JT,,Consumer Staples,0.000275,17.334,2526.0
4128,WLS,TT,,Consumer Staples,0.000274,392.006,22.3
2109,WLS,JT,,Consumer Staples,0.000274,13.914,3130.0
GHITHA,WLS,DH,,Consumer Staples,0.00027,39.816,25.96
LILAK,WLS,TI,,Consumer Staples,0.00027,405.254,29.02
DSNG,WLS,IJ,,Consumer Staples,0.00027,2604.075,1790.0
9676,WLS,HK,,Consumer Staples,0.000267,280.802,7.7
GFPT,WLS,TB,,Consumer Staples,0.000266,910.093,9.95
EFORC,WLS,TI,,Consumer Staples,0.000265,90.0,128.5
SOKM,WLS,TI,,Consumer Staples,0.000265,305.89,37.72
SHRS,WLS,IS,,Consumer Staples,0.000263,798.615,30.46
MANORAMA,WLS,IS,,Consumer Staples,0.000261,16.1,1498.2
OCE,WLS,SJ,,Consumer Staples,0.000257,89.013,5174.0
BAL,WLS,SP,,Consumer Staples,0.000255,271.664,1.27
005180,WLS,KP,,Consumer Staples,0.000253,4.926,76200.0
GSF,WLS,NO,,Consumer Staples,0.000253,38.271,69.5
3341,WLS,JT,,Consumer Staples,0.000252,10.254,3910.0
JPG,WLS,MK,,Consumer Staples,0.000251,756.933,1.46
SSMS,WLS,IJ,,Consumer Staples,0.000249,2522.83,1705.0
AADC,WLS,AB,,Consumer Staples,0.000246,71.386,13.5
241710,WLS,KQ,,Consumer Staples,0.000244,5.337,67800.0
2692,WLS,JT,,Consumer Staples,0.000244,3.983,9750.0
005300,WLS,KP,,Consumer Staples,0.000242,3.137,114200.0
2913,WLS,TT,,Consumer Staples,0.000236,539.074,13.95
STAA,WLS,IJ,,Consumer Staples,0.000231,2761.639,1445.0
7512,WLS,JT,,Consumer Staples,0.000231,41.396,886.0
WEST,WLS,UQ,,Consumer Staples,0.00023,53.079,4.51
5903,WLS,TT,,Consumer Staples,0.00023,38.318,191.0
CENT,WLS,UW,,Consumer Staples,0.000229,7.905,30.2
RRHI,WLS,PM,,Consumer Staples,0.000228,393.539,35.2
2791,WLS,JT,,Consumer Staples,0.000228,5.183,6990.0
MODERNMI,WLS,AB,,Consumer Staples,0.000221,25.363,34.1
003380,WLS,KQ,,Consumer Staples,0.000221,45.248,7220.0
8198,WLS,JT,,Consumer Staples,0.00022,9.863,3555.0
1475,WLS,HK,,Consumer Staples,0.00022,261.444,6.82
001680,WLS,KP,,Consumer Staples,0.000217,14.944,21550.0
006040,WLS,KP,,Consumer Staples,0.000216,7.349,43500.0
KSCL,WLS,IS,,Consumer Staples,0.000215,18.616,1066.0
NSSS,WLS,IJ,,Consumer Staples,0.000209,6706.961,540.0
AGRO3,WLS,BS,,Consumer Staples,0.000208,57.671,20.15
LSIP,WLS,IJ,,Consumer Staples,0.000206,2750.857,1295.0
SIDO,WLS,IJ,,Consumer Staples,0.000204,6707.518,525.0
1232,WLS,TT,,Consumer Staples,0.000202,44.044,146.5
453340,WLS,KP,,Consumer Staples,0.0002,19.153,15460.0
HNDFDS,WLS,IS,,Consumer Staples,0.000199,35.026,525.8
BJH,WLS,IS,,Consumer Staples,0.000196,816.401,22.25
AGRO,WLS,UN,,Consumer Staples,0.000194,26.262,7.72
1458,WLS,HK,,Consumer Staples,0.000194,783.852,2.01
2117,WLS,JT,,Consumer Staples,0.000193,11.918,2582.0
PCAI,WLS,IS,,Consumer Staples,0.000192,27.387,647.9
KAMART,WLS,TB,,Consumer Staples,0.000191,744.412,8.75
TAH,WLS,MK,,Consumer Staples,0.000191,195.857,4.29
LYDYE,WLS,TI,,Consumer Staples,0.00019,0.664,12502.5
JUFO,WLS,EC,,Consumer Staples,0.000188,317.107,29.39
GAEX,WLS,IS,,Consumer Staples,0.000187,165.742,104.6
1702,WLS,TT,,Consumer Staples,0.000186,150.742,39.3
ALMUNAJE,WLS,AB,,Consumer Staples,0.000183,11.67,61.2
AALI,WLS,IJ,,Consumer Staples,0.000176,391.006,7800.0
MIDI,WLS,IJ,,Consumer Staples,0.000175,7435.362,408.0
KRI,WLS,GA,,Consumer Staples,0.000169,8.824,17.22
GUAN,WLS,MK,,Consumer Staples,0.000167,842.12,0.875
ARABIANM,WLS,AB,,Consumer Staples,0.000165,15.395,42.0
TFG,WLS,TB,,Consumer Staples,0.000163,1103.699,5.05
DXN,WLS,MK,,Consumer Staples,0.000163,1392.252,0.515
VST,WLS,IS,,Consumer Staples,0.000162,57.998,258.75
AGR,WLS,AV,,Consumer Staples,0.000161,11.823,12.3
051905,WLS,KP,,Consumer Staples,0.000161,2.086,114200.0
EUR,WLS,PW,,Consumer Staples,0.00016,76.217,8.03
FOURTHMI,WLS,AB,,Consumer Staples,0.000159,161.85,3.83
CLEO,WLS,IJ,,Consumer Staples,0.000157,5219.577,520.0
AEON,WLS,MK,,Consumer Staples,0.000154,527.127,1.29
HB,WLS,AB,,Consumer Staples,0.000149,14.773,39.54
VDI,WLS,IS,,Consumer Staples,0.000146,2.535,5309.5
COCOCO,WLS,TB,,Consumer Staples,0.000145,622.565,7.95
BALSU,WLS,TI,,Consumer Staples,0.000143,278.0,22.46
ATTMCO,WLS,AB,,Consumer Staples,0.00014,51.437,10.67
TUKAS,WLS,TI,,Consumer Staples,0.000139,2436.0,2.48
024720,WLS,KP,,Consumer Staples,0.000134,16.187,12290.0
GOKUL,WLS,IS,,Consumer Staples,0.00013,32.14,373.65
TANMIAH,WLS,AB,,Consumer Staples,0.000129,6.0,84.0
1201,WLS,TT,,Consumer Staples,0.000129,270.048,15.2
ROTH,WLS,MK,,Consumer Staples,0.000129,113.846,4.97
314,WLS,HK,,Consumer Staples,0.000128,361.569,2.88
280360,WLS,KP,,Consumer Staples,0.000126,1.666,112400.0
097955,WLS,KP,,Consumer Staples,0.000123,1.326,137900.0
KEEPR,WLS,PM,,Consumer Staples,0.000123,3020.958,2.47
AAC,WLS,AT,,Consumer Staples,0.000122,136.442,1.42
KAYSE,WLS,TI,,Consumer Staples,0.00012,287.939,18.12
6086,WLS,HK,,Consumer Staples,0.000119,249.118,3.88
2588,WLS,JT,,Consumer Staples,0.000116,5.495,3365.0
1218,WLS,TT,,Consumer Staples,0.000115,187.416,19.55
145990,WLS,KP,,Consumer Staples,0.000113,3.282,50900.0
200130,WLS,KQ,,Consumer Staples,0.00011,11.098,14700.0
ENTAJ,WLS,AB,,Consumer Staples,0.000108,10.47,40.3
SAPPE,WLS,TB,,Consumer Staples,0.000107,101.82,36.0
017810,WLS,KP,,Consumer Staples,0.000107,11.117,14270.0
DLM,WLS,MK,,Consumer Staples,0.000106,17.347,26.88
LHIB,WLS,MK,,Consumer Staples,0.000106,726.381,0.64
OLPX,WLS,UW,,Consumer Staples,0.000102,86.793,1.23
OBAMS,WLS,TI,,Consumer Staples,0.000102,100.316,44.36
00279K,WLS,KP,,Consumer Staples,0.0001,7.092,20900.0
HAPL,WLS,MK,,Consumer Staples,9.9e-05,206.383,2.12
TSH,WLS,MK,,Consumer Staples,9.5e-05,347.1,1.21
SIMP,WLS,IJ,,Consumer Staples,9.4e-05,2713.644,600.0
SNNP,WLS,TB,,Consumer Staples,9.1e-05,351.064,8.8
1717,WLS,HK,,Consumer Staples,9e-05,291.284,2.52
2218,WLS,HK,,Consumer Staples,9e-05,45.043,16.2
NAQI,WLS,AB,,Consumer Staples,8.8e-05,6.0,57.2
XO,WLS,TB,,Consumer Staples,8.5e-05,183.807,15.8
6790,WLS,TT,,Consumer Staples,8.4e-05,68.77,38.8
352480,WLS,KQ,,Consumer Staples,8e-05,2.878,40950.0
AAI,WLS,TB,,Consumer Staples,7.9e-05,536.785,5.05
TKN,WLS,TB,,Consumer Staples,7.9e-05,480.766,5.6
YYLGD,WLS,TI,,Consumer Staples,7.9e-05,337.217,10.16
AST,WLS,PW,,Consumer Staples,7.3e-05,6.444,43.65
GOPAL,WLS,IS,,Consumer Staples,7.1e-05,18.798,347.95
AGROT,WLS,TI,,Consumer Staples,6.8e-05,386.0,7.7
BESLR,WLS,TI,,Consumer Staples,6.1e-05,195.244,13.62
003920,WLS,KP,,Consumer Staples,6.1e-05,1.67,53700.0
1497,WLS,HK,,Consumer Staples,5.8e-05,61.103,7.71
003960,WLS,KP,,Consumer Staples,5.4e-05,2.067,38500.0
DCB,WLS,IS,,Consumer Staples,5.3e-05,13.407,367.5
005610,WLS,KP,,Consumer Staples,4.9e-05,1.413,50900.0
003925,WLS,KP,,Consumer Staples,4.6e-05,2.0,34400.0
LIN,WLS,UW,,Materials,0.206387,469.601,458.16
BHP,WLS,AT,,Materials,0.131049,4936.64,42.22
AI,WLS,FP,,Materials,0.109306,575.852,171.08
NEM,WLS,UN,,Materials,0.089654,1096.839,85.21
AEM,WLS,CT,,Materials,0.078048,502.842,226.82
CRH,WLS,UN,,Materials,0.075819,672.044,117.61
SHW,WLS,UN,,Materials,0.073455,229.802,333.22
RIO,WLS,LN,,Materials,0.069209,1071.174,5072.0
ECL,WLS,UN,,Materials,0.066377,253.893,272.54
FCX,WLS,UN,,Materials,0.059301,1427.371,43.31
4063,WLS,JT,,Materials,0.058246,1845.536,5020.0
APD,WLS,UN,,Materials,0.054818,217.527,262.71
ABX,WLS,CT,,Materials,0.053934,1701.192,46.33
GLEN,WLS,LN,,Materials,0.048299,10695.437,354.5
GMEXICOB,WLS,MF,,Materials,0.047297,6292.574,143.98
WPM,WLS,CT,,Materials,0.044981,453.386,144.98
AAL,WLS,LN,,Materials,0.044148,1175.589,2948.0
BAS,WLS,GY,,Materials,0.042572,892.522,42.99
CTVA,WLS,UN,,Materials,0.040887,679.252,62.75
HOLN,WLS,SE,,Materials,0.038885,493.154,66.26
VMC,WLS,UN,,Materials,0.038339,131.947,302.9
FNV,WLS,CT,,Materials,0.037367,191.118,285.72
MLM,WLS,UN,,Materials,0.036375,59.829,633.81
SIKA,WLS,SE,,Materials,0.033187,160.183,174.1
GFI,WLS,SJ,,Materials,0.033113,865.277,68705.0
ANG,WLS,SJ,,Materials,0.032825,483.248,121949.0
GIVN,WLS,SE,,Materials,0.030782,7.653,3380.0
VALE3,WLS,BS,,Materials,0.030626,2897.448,59.11
NUE,WLS,UN,,Materials,0.030367,229.117,138.17
RIO,WLS,AT,,Materials,0.029159,370.564,125.15
NTR,WLS,CT,,Materials,0.028569,486.814,85.76
K,WLS,CT,,Materials,0.028515,1223.789,34.05
DD,WLS,UN,,Materials,0.027665,370.501,77.84
HEI,WLS,GY,,Materials,0.025638,120.098,192.4
2899,WLS,HK,,Materials,0.024766,5968.83,33.66
NSISB,WLS,DC,,Materials,0.024207,404.856,402.4
MAADEN,WLS,AB,,Materials,0.024204,1408.339,67.2
601899,WLS,C1,,Materials,0.023965,5764.845503,30.87
IP,WLS,UN,,Materials,0.023415,525.832,46.42
AMRZ,WLS,SE,,Materials,0.022547,488.195,38.81
PPG,WLS,UN,,Materials,0.021622,226.309,99.6
NST,WLS,AT,,Materials,0.021575,1426.776,24.05
SW,WLS,UN,,Materials,0.021376,519.554,42.89
TECK/B,WLS,CT,,Materials,0.020379,484.09,61.52
STLD,WLS,UW,,Materials,0.019668,138.745,147.78
FMG,WLS,AT,,Materials,0.019089,1584.523,19.16
5401,WLS,JT,,Materials,0.018276,4849.08,599.5
PKG,WLS,UN,,Materials,0.017923,88.387,211.39
AMCR,WLS,UN,,Materials,0.017383,2317.256,7.82
MT,WLS,NA,,Materials,0.016723,452.903,33.28
6988,WLS,JT,,Materials,0.01633,675.89,3843.0
PAAS,WLS,CT,,Materials,0.016111,435.509385,54.06
DSFIR,WLS,NA,,Materials,0.015983,195.355,73.74
FM,WLS,CT,,Materials,0.015681,704.454,32.53
DOW,WLS,UN,,Materials,0.0149,703.493,22.08
UTCEM,WLS,IS,,Materials,0.014822,111.619,12281.0
IFF,WLS,UN,,Materials,0.014738,255.428,60.15
VAL,WLS,SJ,,Materials,0.014246,222.39,115004.0
SABIC,WLS,AB,,Materials,0.013996,898.595,60.9
RS,WLS,UN,,Materials,0.013983,52.185,279.33
TATA,WLS,IS,,Materials,0.013863,7374.158,173.86
CF,WLS,UN,,Materials,0.01365,160.589,88.61
RPM,WLS,UN,,Materials,0.013477,126.731,110.86
AGI,WLS,CT,,Materials,0.013175,418.83,45.97
EVN,WLS,AT,,Materials,0.012918,1879.772,10.93
CEMEXCPO,WLS,MF,,Materials,0.012717,14508.328,16.79
UPM,WLS,FH,,Materials,0.012701,518.698,22.07
BALL,WLS,UN,,Materials,0.012635,275.72,47.77
JHX,WLS,UN,,Materials,0.012172,578.888,21.92
ANTO,WLS,LN,,Materials,0.012143,345.868,2756.0
RGLD,WLS,UW,,Materials,0.012121,65.56,192.73
AVY,WLS,UN,,Materials,0.011932,77.35,160.81
APNT,WLS,IS,,Materials,0.011882,469.564,2340.2
005490,WLS,KP,,Materials,0.011777,66.339,263000.0
LYB,WLS,UN,,Materials,0.011663,255.054,47.67
CDE,WLS,UN,,Materials,0.011405,593.006,20.05
SY1,WLS,GY,,Materials,0.011397,132.676,77.42
BOL,WLS,SS,,Materials,0.011317,275.064,408.3
SCCO,WLS,UN,,Materials,0.0112,89.418092,130.57
AKZA,WLS,NA,,Materials,0.011105,165.648,60.42
603993,WLS,C1,,Materials,0.011008,4889.03581,16.72
HNDL,WLS,IS,,Materials,0.010954,1308.924,773.95
ALB,WLS,UN,,Materials,0.010833,117.023,96.5
LYC,WLS,AT,,Materials,0.010665,856.24,19.81
JSTL,WLS,IS,,Materials,0.01051,832.367,1167.8
IMP,WLS,SJ,,Materials,0.010502,887.28,21250.0
GRASIM,WLS,IS,,Materials,0.010456,344.017,2811.0
TPIA,WLS,IJ,,Materials,0.010407,22219.727,8100.0
MOS,WLS,UN,,Materials,0.010114,315.29,33.44
CCK,WLS,UN,,Materials,0.010101,115.251,91.37
MP,WLS,UN,,Materials,0.010084,145.422,72.29
LUN,WLS,CT,,Materials,0.009906,677.376,21.37
1378,WLS,HK,,Materials,0.009795,3044.511,26.1
3407,WLS,JT,,Materials,0.009467,1270.698,1185.0
AA,WLS,UN,,Materials,0.00915,257.796,37.0
3402,WLS,JT,,Materials,0.008584,1445.054,944.9
SRCM,WLS,IS,,Materials,0.008486,26.655,29445.0
NHY,WLS,NO,,Materials,0.008373,1286.796,68.48
ATR,WLS,UN,,Materials,0.008209,65.518,130.61
S32,WLS,AT,,Materials,0.008185,4145.794,3.14
600309,WLS,C1,,Materials,0.007995,876.532056,67.73
EQX,WLS,CT,,Materials,0.00789,717.443,16.07
3993,WLS,HK,,Materials,0.007776,3841.639,16.42
IVN,WLS,CT,,Materials,0.007765,719.084,15.78
5713,WLS,JT,,Materials,0.007664,242.939,5018.0
051910,WLS,KP,,Materials,0.007557,40.128,279000.0
SAFCO,WLS,AB,,Materials,0.007344,237.514,120.9
HL,WLS,UN,,Materials,0.007245,590.504,12.79
EXP,WLS,UN,,Materials,0.007196,32.055,234.01
600111,WLS,C1,,Materials,0.007154,1012.218435,52.48
VEDL,WLS,IS,,Materials,0.007138,1369.113,482.2
CCL/B,WLS,CT,,Materials,0.007125,135.922,76.6
5016,WLS,JT,,Materials,0.007069,534.934,2102.0
SCAB,WLS,SS,,Materials,0.007002,576.905,120.45
TKA,WLS,GY,,Materials,0.006988,477.702,13.185
4188,WLS,JT,,Materials,0.006885,1332.121,822.1
2002,WLS,TT,,Materials,0.006746,11319.509,19.0
OR,WLS,CT,,Materials,0.006723,186.239,52.75
KGH,WLS,PW,,Materials,0.006705,136.41,188.6
EMN,WLS,UN,,Materials,0.006704,114.492,61.04
5411,WLS,JT,,Materials,0.006664,594.988,1781.5
IMG,WLS,CT,,Materials,0.006651,550.088,17.67
CLF,WLS,UN,,Materials,0.006592,483.935,14.2
HAR,WLS,SJ,,Materials,0.006555,374.873,31392.0
BRPT,WLS,IJ,,Materials,0.006554,26481.441,4280.0
4004,WLS,JT,,Materials,0.006528,177.833,5839.0
1303,WLS,TT,,Materials,0.006465,4838.606,42.6
HBM,WLS,CT,,Materials,0.006465,394.319,23.96
ORI,WLS,AT,,Materials,0.006446,475.717,21.55
BTO,WLS,CT,,Materials,0.006379,1309.262,7.12
LUG,WLS,CT,,Materials,0.006362,98.542,94.35
AG,WLS,CT,,Materials,0.006296,477.175,19.28
CMC,WLS,UN,,Materials,0.00626,110.609,59.0
EDV,WLS,LN,,Materials,0.006205,157.442,3094.0
4612,WLS,JT,,Materials,0.006195,944.682,1043.0
NPH,WLS,SJ,,Materials,0.006171,388.444,28521.0
1818,WLS,HK,,Materials,0.006157,1554.161,32.14
NEU,WLS,UN,,Materials,0.006005,8.034,779.2
600019,WLS,C1,,Materials,0.005963,6098.98373,7.26
CS,WLS,CT,,Materials,0.005879,646.923,13.28
YAR,WLS,NO,,Materials,0.005833,162.467,377.9
4091,WLS,JT,,Materials,0.005825,184.89,5011.0
BSL,WLS,AT,,Materials,0.005772,437.35,20.99
SUZB3,WLS,BS,,Materials,0.005761,675.544,47.69
STERV,WLS,FH,,Materials,0.005669,582.583,8.77
1301,WLS,TT,,Materials,0.005649,4599.853,39.15
600547,WLS,C1,,Materials,0.005622,1012.044138,41.25
ESI,WLS,UN,,Materials,0.005614,226.744,25.81
AMMN,WLS,IJ,,Materials,0.005532,12928.913,7400.0
AXTA,WLS,UN,,Materials,0.005528,215.492,26.74
FRES,WLS,LN,,Materials,0.005511,184.252,2348.0
LPX,WLS,UN,,Materials,0.005423,62.749,90.1
ELD,WLS,CT,,Materials,0.005336,203.45,38.33
BVN,WLS,UN,,Materials,0.005214,218.038286,24.93
OGC,WLS,CT,,Materials,0.005148,230.148,32.69
PE&OLES*,WLS,MF,,Materials,0.00514,123.956,794.25
SYENS,WLS,BB,,Materials,0.005078,69.763,65.6
GPK,WLS,UN,,Materials,0.005075,291.785,18.13
1101,WLS,TT,,Materials,0.004986,6778.732,23.45
NGD,WLS,CT,,Materials,0.004986,760.581,9.58
CRDA,WLS,LN,,Materials,0.004942,139.35,2784.0
600989,WLS,C1,,Materials,0.004906,1999.626,18.22
SEE,WLS,UN,,Materials,0.004888,145.762,34.96
PLS,WLS,AT,,Materials,0.004852,2923.095,2.64
MIN,WLS,AT,,Materials,0.004753,171.25,44.14
PMAH,WLS,MK,,Materials,0.004725,3404.821,6.11
5706,WLS,JT,,Materials,0.004686,54.564,13660.0
ICL,WLS,IT,,Materials,0.004643,723.117,2180.0
SFR,WLS,AT,,Materials,0.004603,453.86,16.13
4005,WLS,JT,,Materials,0.004578,1578.095,461.4
EMSN,WLS,SE,,Materials,0.004545,6.802,561.5
358,WLS,HK,,Materials,0.004538,1010.753,36.42
SSW,WLS,SJ,,Materials,0.004468,1673.227,4794.0
PIDI,WLS,IS,,Materials,0.004453,272.624,1510.6
JMAT,WLS,LN,,Materials,0.00444,167.726,2078.0
RMS,WLS,AT,,Materials,0.004436,1846.813747,3.82
CE,WLS,UN,,Materials,0.004409,108.899,42.21
BZU,WLS,IM,,Materials,0.004397,80.945,48.96
000792,WLS,C2,,Materials,0.004388,1481.640311,21.99
JINDALST,WLS,IS,,Materials,0.00435,396.26,1015.2
BCPC,WLS,UW,,Materials,0.004349,32.316,140.3
SSRM,WLS,CT,,Materials,0.004339,197.981,32.03
600010,WLS,C1,,Materials,0.004338,12680.813418,2.54
010130,WLS,KP,,Materials,0.00433,6.648,965000.0
600489,WLS,C1,,Materials,0.004314,1357.247517,23.6
SCC,WLS,TB,,Materials,0.004312,693.592,212.0
601600,WLS,C1,,Materials,0.004294,3699.266511,8.62
600346,WLS,C1,,Materials,0.004238,1784.942,17.63
4021,WLS,JT,,Materials,0.004219,125.642,5341.0
MNDI,WLS,LN,,Materials,0.004165,383.958,851.6
600160,WLS,C1,,Materials,0.004132,755.928902,40.59
WFG,WLS,CT,,Materials,0.004116,62.506,96.23
2099,WLS,HK,,Materials,0.004104,237.625,140.1
VOE,WLS,AV,,Materials,0.004065,111.236,32.94
3861,WLS,JT,,Materials,0.004056,828.04,779.1
4042,WLS,JT,,Materials,0.004022,291.354,2195.5
GGBR4,WLS,BS,,Materials,0.004017,1278.629,17.57
EVK,WLS,GY,,Materials,0.004012,249.199,14.51
5406,WLS,JT,,Materials,0.003997,370.678,1715.0
4183,WLS,JT,,Materials,0.003982,173.175,3657.0
GMD,WLS,AT,,Materials,0.003939,1070.918,5.85
SRF,WLS,IS,,Materials,0.003904,119.383,3024.5
ACEM,WLS,IS,,Materials,0.003892,632.371,569.25
002460,WLS,C2,,Materials,0.00389,451.806236,63.93
PRU,WLS,AT,,Materials,0.003881,1305.121,4.73
KLBN11,WLS,BS,,Materials,0.003872,1235.936,17.52
SSABB,WLS,SS,,Materials,0.00385,604.365,63.22
SON,WLS,UN,,Materials,0.003782,97.511,40.43
2600,WLS,HK,,Materials,0.003751,3567.533,8.53
SXT,WLS,UN,,Materials,0.003707,41.776,92.51
SOIL,WLS,IS,,Materials,0.003707,24.299,14110.0
1787,WLS,HK,,Materials,0.003678,763.159,39.1
GMIN,WLS,CT,,Materials,0.003666,174.482,30.7
600585,WLS,C1,,Materials,0.003636,1119.916722,24.11
CBT,WLS,UN,,Materials,0.003614,52.89,71.24
SLGN,WLS,UN,,Materials,0.003611,88.066,42.75
000408,WLS,C2,,Materials,0.003594,439.66321,60.7
KNF,WLS,UN,,Materials,0.003575,56.084,66.46
AKE,WLS,FP,,Materials,0.003564,63.053,50.95
TXG,WLS,CT,,Materials,0.003563,85.689,60.77
UMI,WLS,BB,,Materials,0.003533,187.316,17.0
DPM,WLS,CT,,Materials,0.003523,158.46,32.49
FMC,WLS,UN,,Materials,0.003478,121.334,29.88
SQM/B,WLS,CC,,Materials,0.003477,82.98,41448.0
1208,WLS,HK,,Materials,0.003459,3952.552,7.1
UPLL,WLS,IS,,Materials,0.003429,465.613,681.1
DNL,WLS,AT,,Materials,0.003424,1670.342,3.26
002493,WLS,C2,,Materials,0.003396,2489.606,10.13
SSL,WLS,CT,,Materials,0.003344,289.479,16.88
SIPCHEM,WLS,AB,,Materials,0.003338,652.296,20.01
APAT,WLS,IS,,Materials,0.003328,177.026,1738.6
600362,WLS,C1,,Materials,0.003294,581.069275,42.1
GGP,WLS,LN,,Materials,0.003281,664.674,387.5
4403,WLS,JT,,Materials,0.003272,200.913,2590.5
BRMS,WLS,IJ,,Materials,0.003264,60061.156,940.0
914,WLS,HK,,Materials,0.003235,1050.472,24.98
HCC,WLS,UN,,Materials,0.003234,51.45,65.53
SOL,WLS,SJ,,Materials,0.003217,571.288,10109.0
WIE,WLS,AV,,Materials,0.003215,107.416,26.98
4186,WLS,JT,,Materials,0.003214,103.959,4917.0
CMM,WLS,AT,,Materials,0.003193,385.012,13.19
3405,WLS,JT,,Materials,0.003178,302.649,1670.0
1326,WLS,TT,,Materials,0.003109,3320.074,29.85
HWKN,WLS,UW,,Materials,0.003107,18.98,170.63
4182,WLS,JT,,Materials,0.003103,182.419,2706.0
KNT,WLS,CT,,Materials,0.003093,234.591,19.27
JDSL,WLS,IS,,Materials,0.003091,371.098,770.25
SJ,WLS,CT,,Materials,0.003074,55.336,81.17
HUH1V,WLS,FH,,Materials,0.003026,94.385,28.9
FUL,WLS,UN,,Materials,0.002989,53.554,58.19
JKCE,WLS,IS,,Materials,0.002972,41.512,6621.0
HOLMB,WLS,SS,,Materials,0.002897,82.858,347.0
VAU,WLS,AT,,Materials,0.002897,6726.482,0.685
PRM,WLS,UN,,Materials,0.002892,138.924,21.7
002001,WLS,C2,,Materials,0.002874,860.55807,24.8
SIGN,WLS,SE,,Materials,0.002872,289.368,8.34
NG,WLS,CT,,Materials,0.002848,304.427,13.67
000630,WLS,C2,,Materials,0.002837,3582.35719,5.88
CRIN,WLS,IS,,Materials,0.002833,118.015,2220.5
FPE3,WLS,GY,,Materials,0.00281,65.5,38.66
SI,WLS,IS,,Materials,0.002771,60.481,4237.0
PI,WLS,IS,,Materials,0.002758,71.551,3564.6001
000807,WLS,C2,,Materials,0.002745,971.028075,20.99
WLK,WLS,UN,,Materials,0.00272,35.128,80.72
AVNT,WLS,UN,,Materials,0.002719,89.63,31.62
OLN,WLS,UN,,Materials,0.002718,114.041,24.85
002466,WLS,C2,,Materials,0.002654,413.587826,47.65
RRL,WLS,AT,,Materials,0.002649,740.306,5.69
